filepath,filename,wnid,specific,coordinate,superordinate,domain
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_15.jpg,goldfish_n01443537_15.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_16.jpg,goldfish_n01443537_16.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_17.jpg,goldfish_n01443537_17.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_18.jpg,goldfish_n01443537_18.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_19.jpg,goldfish_n01443537_19.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_20.jpg,goldfish_n01443537_20.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_21.jpg,goldfish_n01443537_21.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_22.jpg,goldfish_n01443537_22.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_23.jpg,goldfish_n01443537_23.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_24.jpg,goldfish_n01443537_24.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_25.jpg,goldfish_n01443537_25.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_26.jpg,goldfish_n01443537_26.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_27.jpg,goldfish_n01443537_27.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_28.jpg,goldfish_n01443537_28.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_29.jpg,goldfish_n01443537_29.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_30.jpg,goldfish_n01443537_30.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_31.jpg,goldfish_n01443537_31.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_32.jpg,goldfish_n01443537_32.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_33.jpg,goldfish_n01443537_33.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_34.jpg,goldfish_n01443537_34.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_35.jpg,goldfish_n01443537_35.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_36.jpg,goldfish_n01443537_36.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_37.jpg,goldfish_n01443537_37.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_38.jpg,goldfish_n01443537_38.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_39.jpg,goldfish_n01443537_39.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_40.jpg,goldfish_n01443537_40.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_41.jpg,goldfish_n01443537_41.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_42.jpg,goldfish_n01443537_42.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_43.jpg,goldfish_n01443537_43.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_44.jpg,goldfish_n01443537_44.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_45.jpg,goldfish_n01443537_45.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_46.jpg,goldfish_n01443537_46.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_47.jpg,goldfish_n01443537_47.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_48.jpg,goldfish_n01443537_48.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_49.jpg,goldfish_n01443537_49.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_50.jpg,goldfish_n01443537_50.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_51.jpg,goldfish_n01443537_51.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_52.jpg,goldfish_n01443537_52.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_53.jpg,goldfish_n01443537_53.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_54.jpg,goldfish_n01443537_54.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_55.jpg,goldfish_n01443537_55.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_56.jpg,goldfish_n01443537_56.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_57.jpg,goldfish_n01443537_57.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_58.jpg,goldfish_n01443537_58.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_59.jpg,goldfish_n01443537_59.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_60.jpg,goldfish_n01443537_60.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_61.jpg,goldfish_n01443537_61.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_62.jpg,goldfish_n01443537_62.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_63.jpg,goldfish_n01443537_63.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_64.jpg,goldfish_n01443537_64.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_65.jpg,goldfish_n01443537_65.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_66.jpg,goldfish_n01443537_66.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_67.jpg,goldfish_n01443537_67.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_68.jpg,goldfish_n01443537_68.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_69.jpg,goldfish_n01443537_69.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_70.jpg,goldfish_n01443537_70.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_71.jpg,goldfish_n01443537_71.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_72.jpg,goldfish_n01443537_72.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_73.jpg,goldfish_n01443537_73.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_74.jpg,goldfish_n01443537_74.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_75.jpg,goldfish_n01443537_75.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_76.jpg,goldfish_n01443537_76.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_77.jpg,goldfish_n01443537_77.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_78.jpg,goldfish_n01443537_78.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_79.jpg,goldfish_n01443537_79.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_80.jpg,goldfish_n01443537_80.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_81.jpg,goldfish_n01443537_81.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_82.jpg,goldfish_n01443537_82.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_83.jpg,goldfish_n01443537_83.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_84.jpg,goldfish_n01443537_84.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_85.jpg,goldfish_n01443537_85.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_86.jpg,goldfish_n01443537_86.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_87.jpg,goldfish_n01443537_87.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_88.jpg,goldfish_n01443537_88.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_89.jpg,goldfish_n01443537_89.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_90.jpg,goldfish_n01443537_90.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_91.jpg,goldfish_n01443537_91.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_92.jpg,goldfish_n01443537_92.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_93.jpg,goldfish_n01443537_93.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_94.jpg,goldfish_n01443537_94.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_95.jpg,goldfish_n01443537_95.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_96.jpg,goldfish_n01443537_96.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_97.jpg,goldfish_n01443537_97.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_98.jpg,goldfish_n01443537_98.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/goldfish_n01443537_99.jpg,goldfish_n01443537_99.jpg,n01443537,Goldfish,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_0.jpg,bullfrog_n01641577_0.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_1.jpg,bullfrog_n01641577_1.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_2.jpg,bullfrog_n01641577_2.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_3.jpg,bullfrog_n01641577_3.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_4.jpg,bullfrog_n01641577_4.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_5.jpg,bullfrog_n01641577_5.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_6.jpg,bullfrog_n01641577_6.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_7.jpg,bullfrog_n01641577_7.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_8.jpg,bullfrog_n01641577_8.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_9.jpg,bullfrog_n01641577_9.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_10.jpg,bullfrog_n01641577_10.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_11.jpg,bullfrog_n01641577_11.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_12.jpg,bullfrog_n01641577_12.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_13.jpg,bullfrog_n01641577_13.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_14.jpg,bullfrog_n01641577_14.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_15.jpg,bullfrog_n01641577_15.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_16.jpg,bullfrog_n01641577_16.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_17.jpg,bullfrog_n01641577_17.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_18.jpg,bullfrog_n01641577_18.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_19.jpg,bullfrog_n01641577_19.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_20.jpg,bullfrog_n01641577_20.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_21.jpg,bullfrog_n01641577_21.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_22.jpg,bullfrog_n01641577_22.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_23.jpg,bullfrog_n01641577_23.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_24.jpg,bullfrog_n01641577_24.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_25.jpg,bullfrog_n01641577_25.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_26.jpg,bullfrog_n01641577_26.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_27.jpg,bullfrog_n01641577_27.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_28.jpg,bullfrog_n01641577_28.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_29.jpg,bullfrog_n01641577_29.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_30.jpg,bullfrog_n01641577_30.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_31.jpg,bullfrog_n01641577_31.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_32.jpg,bullfrog_n01641577_32.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_33.jpg,bullfrog_n01641577_33.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_34.jpg,bullfrog_n01641577_34.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_35.jpg,bullfrog_n01641577_35.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_36.jpg,bullfrog_n01641577_36.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_37.jpg,bullfrog_n01641577_37.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_38.jpg,bullfrog_n01641577_38.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_39.jpg,bullfrog_n01641577_39.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_40.jpg,bullfrog_n01641577_40.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_41.jpg,bullfrog_n01641577_41.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_42.jpg,bullfrog_n01641577_42.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_43.jpg,bullfrog_n01641577_43.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_44.jpg,bullfrog_n01641577_44.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_45.jpg,bullfrog_n01641577_45.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_46.jpg,bullfrog_n01641577_46.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_47.jpg,bullfrog_n01641577_47.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_48.jpg,bullfrog_n01641577_48.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_49.jpg,bullfrog_n01641577_49.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_50.jpg,bullfrog_n01641577_50.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_51.jpg,bullfrog_n01641577_51.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_52.jpg,bullfrog_n01641577_52.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_53.jpg,bullfrog_n01641577_53.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_54.jpg,bullfrog_n01641577_54.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_55.jpg,bullfrog_n01641577_55.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_56.jpg,bullfrog_n01641577_56.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_57.jpg,bullfrog_n01641577_57.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_58.jpg,bullfrog_n01641577_58.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_59.jpg,bullfrog_n01641577_59.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_60.jpg,bullfrog_n01641577_60.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_61.jpg,bullfrog_n01641577_61.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_62.jpg,bullfrog_n01641577_62.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_63.jpg,bullfrog_n01641577_63.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_64.jpg,bullfrog_n01641577_64.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_65.jpg,bullfrog_n01641577_65.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_66.jpg,bullfrog_n01641577_66.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_67.jpg,bullfrog_n01641577_67.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/bullfrog_n01641577_68.jpg,bullfrog_n01641577_68.jpg,n01641577,Bullfrog,Non-Mammal,Animal,Living
